B2,B3,B4,B5,B6,B7,B8,B8A,lat,lon,Chl_a,DO,NH3_N,Chl,NH3
1.3460000000000001e-17,1.498e-17,1.5920000000000005e-17,1.337e-17,1.465e-17,1.726e-17,2.426e-17,1.677e-17,16.5,80.6,15.734995333351502,-2.9301903137805607,5.073436668845847,68.63435926947635,3.537776361359537
1.206e-17,1.3920000000000006e-17,1.548e-17,1.4359999999999998e-17,1.535e-17,1.816e-17,2.5420000000000002e-17,2.027e-17,16.5,80.6,17.5714306857974,-6.7017312449998565,5.38485801744457,80.03507605389801,2.772680415576307
1.08e-17,1.438e-17,1.4480000000000003e-17,1.623e-17,1.6780000000000002e-17,1.7669999999999996e-17,2.176e-17,1.7909999999999998e-17,16.5,80.6,21.98223072097622,-8.099762258695467,6.050402167374646,90.10307744668592,3.425597706126192
8.989999999999999e-18,1.0359999999999999e-17,9.99e-18,9.89e-18,1.3e-17,1.3129999999999999e-17,1.7719999999999998e-17,1.3769999999999998e-17,16.5,80.6,19.0971523288318,-7.666825290960803,6.22772024168483,80.92592701058697,4.92960522036082
1.076e-17,1.2099999999999999e-17,1.1420000000000001e-17,1.1820000000000005e-17,1.52e-17,1.6759999999999997e-17,2.11e-17,1.6669999999999998e-17,16.5,80.6,20.67795699963097,-6.702121048301082,6.400062931745756,88.52581648741217,5.451979873378049
6.8400000000000006e-18,9.03e-18,8.9e-18,9.2e-18,1.012e-17,1.0410000000000001e-17,1.5920000000000005e-17,1.2099999999999999e-17,16.5,80.6,19.99043240668384,-7.457269951611606,5.6391152381576894,81.88640320076992,4.287037560478119
9.04e-18,1.05e-17,9.459999999999997e-18,1.106e-17,1.0449999999999999e-17,1.161e-17,1.478e-17,1.2790000000000004e-17,16.5,80.6,22.431923463139885,-6.704266758636436,4.759973952020693,88.91405077885335,5.30652555595516
7.56e-18,8.76e-18,9.03e-18,9.37e-18,9.790000000000001e-18,1.1830000000000001e-17,1.564e-17,1.259e-17,16.5,80.6,21.25856370538082,-4.736025763388691,5.396120733310775,79.52603540958174,5.343995300160876
8.5e-18,9.22e-18,9.120000000000001e-18,8.55e-18,1.1559999999999999e-17,1.1589999999999999e-17,1.544e-17,1.1780000000000002e-17,16.5,80.6,18.43374959379144,-5.78664320627604,6.407708901713656,74.67405982476038,3.7305104807872653
9.100000000000001e-18,9.739999999999999e-18,9.42e-18,9.24e-18,1.0540000000000001e-17,1.14e-17,1.4480000000000003e-17,1.072e-17,16.5,80.6,19.44552880822632,-7.293906172840499,5.28873599048926,76.39056982499902,3.5934697739657477
9.190000000000001e-18,1.1600000000000001e-17,1.124e-17,1.259e-17,1.326e-17,1.428e-17,1.866e-17,1.553e-17,16.5,80.6,21.492211444812146,-8.707171245429466,5.585936974018267,96.1894608162188,5.38802042943454
9.88e-18,1.0900000000000002e-17,1.0519999999999998e-17,1.008e-17,1.194e-17,1.304e-17,1.776e-17,1.2759999999999998e-17,16.5,80.6,18.71085948519504,-4.895454947370061,5.236248211402857,79.77128797695578,4.80847342474999
8.49e-18,1.06e-17,1.074e-17,9.830000000000001e-18,1.084e-17,1.262e-17,1.706e-17,1.3550000000000001e-17,16.5,80.6,18.191992660168584,-5.498777601243468,5.150140373866355,70.83700833996754,3.0138475511676734
1.758e-17,2.028e-17,2.136e-17,2.2240000000000002e-17,2.471e-17,2.6659999999999998e-17,2.336e-17,2.7569999999999997e-17,16.5,80.6,20.15143704167095,-8.23682991616943,6.47482097992321,90.76975104568291,6.523440001017342
9.490000000000001e-18,1.096e-17,1.162e-17,1.123e-17,1.3169999999999998e-17,1.375e-17,1.92e-17,1.39e-17,16.5,80.6,19.351671534770105,-7.569827416745014,5.740381301416777,79.76226370799209,2.7917972717494584
9.190000000000001e-18,1.3080000000000001e-17,1.3239999999999999e-17,1.356e-17,1.566e-17,1.7199999999999998e-17,2.0880000000000003e-17,1.888e-17,16.5,80.6,20.02951573749937,-4.9915689602407225,5.945663314703292,74.94182990535552,2.3576795991374264
9.790000000000001e-18,1.316e-17,1.444e-17,1.2050000000000004e-17,1.5650000000000002e-17,1.8410000000000003e-17,2.410000000000001e-17,1.978e-17,16.5,80.6,16.4291187372079,-3.559797541667956,6.18365074758384,67.71585948227386,5.826111219186931
1.1120000000000001e-17,1.4120000000000005e-17,1.4539999999999998e-17,1.314e-17,1.43e-17,1.6210000000000002e-17,2.454e-17,1.8139999999999997e-17,16.5,80.6,17.649966366016447,-3.9456990131018266,5.01220111696886,75.66263051413316,2.44548099438464
1.146e-17,1.4539999999999998e-17,1.586e-17,1.475e-17,1.69e-17,1.908e-17,2.498e-17,2.054e-17,16.5,80.6,19.409848365437423,-3.720156144433692,5.862332282747214,71.75829609349711,4.9193942168375875
1.2520000000000001e-17,1.402e-17,1.39e-17,1.3020000000000005e-17,1.776e-17,1.918e-17,2.5659999999999998e-17,1.93e-17,16.5,80.6,18.59325138763103,-5.205666152471737,6.076473135730399,70.14118850253703,5.81312460139077
1.168e-17,1.5420000000000003e-17,1.498e-17,1.423e-17,1.836e-17,2.173e-17,2.6540000000000002e-17,2.136e-17,16.5,80.6,18.34382358061489,-6.753540101201386,6.000609873049777,75.04331172296457,5.058529013946037
1.272e-17,1.544e-17,1.646e-17,1.4349999999999998e-17,1.932e-17,2.2849999999999998e-17,2.808e-17,2.3489999999999997e-17,16.5,80.6,17.74219033044773,-2.69512989304701,6.178787363215306,71.06681775632886,3.7228928444770455
9.06e-18,1.1380000000000001e-17,1.058e-17,1.175e-17,1.532e-17,1.807e-17,2.564e-17,1.9479999999999998e-17,16.5,80.6,21.393323493366545,-6.94338429875242,6.869619866731792,85.47532860440886,4.80890462287887
8.05e-18,1.1200000000000002e-17,9.820000000000002e-18,9.72e-18,1.472e-17,1.816e-17,2.06e-17,1.67e-17,16.5,80.6,19.701205991050767,-5.490088980432297,6.750751546596136,79.21623522103218,3.0367593493579124
8.379999999999999e-18,1.2380000000000002e-17,1.084e-17,1.113e-17,1.597e-17,1.6969999999999998e-17,2.102e-17,1.785e-17,16.5,80.6,19.367514115391007,-5.2720205888349785,6.916149907890904,75.68252986071606,5.677468760344318
3.248e-17,3.3560000000000003e-17,3.632e-17,4.218e-17,4.5479999999999995e-17,4.657999999999999e-17,3.252e-17,4.654e-17,16.5,80.6,22.499004174891805,-6.609584774573037,6.871719861024177,85.2987359389491,6.235855830052623
8.74e-18,1.068e-17,1.074e-17,1.1470000000000001e-17,1.564e-17,1.575e-17,2.164e-17,1.651e-17,16.5,80.6,21.2607922415508,-7.3702742839599615,7.319333660347973,94.24607588317318,6.1507320451233625
8.46e-18,9.690000000000002e-18,9.05e-18,1.017e-17,1.3939999999999998e-17,1.576e-17,1.928e-17,1.527e-17,16.5,80.6,22.598741486719018,-11.89021710401918,7.158386564094833,95.62510468489054,2.8128874819903222
8.909999999999998e-18,1.012e-17,9.3e-18,1.038e-17,1.5e-17,1.5959999999999998e-17,1.998e-17,1.7159999999999998e-17,16.5,80.6,22.170790523573707,-8.816697470513803,7.267918600537667,93.49787148131088,4.887312988897996
7.26e-18,8.039999999999999e-18,7.639999999999998e-18,9.31e-18,1.2329999999999998e-17,1.319e-17,1.548e-17,1.391e-17,16.5,80.6,23.99902340402552,-11.496017872032034,7.641406842402412,101.4474919974922,4.901986499074461
1e-17,1.002e-17,9.16e-18,1.0180000000000001e-17,1.344e-17,1.314e-17,1.87e-17,1.399e-17,16.5,80.6,21.83648918892241,-8.972945493418553,6.58123592350579,89.39533818495715,6.015422223940399
9.29e-18,1.148e-17,1.2200000000000001e-17,1.635e-17,2.295e-17,2.5600000000000002e-17,2.7540000000000003e-17,2.777e-17,17.2,78.4,25.846104858474824,-9.884473183377622,9.943018620124391,100.34695262216538,3.445195433754815
8.069999999999998e-18,1.0359999999999999e-17,1.032e-17,1.384e-17,2.290000000000001e-17,2.5399999999999997e-17,2.780000000000001e-17,2.786e-17,17.2,78.4,26.204377319986907,-12.980218454209432,11.209982222226754,106.5994303572386,6.2486243064805205
9.93e-18,1.268e-17,1.2799999999999998e-17,1.73e-17,2.365e-17,2.585e-17,2.8020000000000003e-17,2.795e-17,17.2,78.4,26.59138604087669,-15.843506977880072,9.051430141091178,122.57237201169775,4.961375285129325
8.579999999999999e-18,1.1120000000000001e-17,1.058e-17,1.469e-17,2.3380000000000003e-17,2.603e-17,2.7740000000000002e-17,2.829e-17,17.2,78.4,28.037924408989607,-11.753382976896765,10.646870542885347,105.96089098522533,5.154512073341673
9.59e-18,1.2099999999999999e-17,1.4820000000000003e-17,1.7669999999999996e-17,2.4229999999999998e-17,2.5689999999999998e-17,2.968e-17,2.793e-17,17.2,78.4,23.85813622253222,-8.29942724899934,10.193750882320431,95.87755037588343,3.4070503515460904
8.36e-18,1.058e-17,1.2759999999999998e-17,1.66e-17,2.434e-17,2.705e-17,2.995e-17,2.906e-17,17.2,78.4,24.93496514782408,-13.898154092360702,11.371517380744107,110.98151232778353,6.043435792898753
1.126e-17,1.374e-17,1.642e-17,1.856e-17,2.4229999999999998e-17,2.627000000000001e-17,2.972e-17,2.8460000000000004e-17,17.2,78.4,22.631775640871723,-5.142344595811337,8.329241736961286,83.59765911215251,6.24478180115805
9.849999999999999e-18,1.2599999999999999e-17,1.43e-17,1.7410000000000002e-17,2.419e-17,2.6549999999999998e-17,2.93e-17,2.8460000000000004e-17,17.2,78.4,23.9880144153474,-8.481341677628714,9.402057649825208,92.05953015163762,4.102369276165394
9.490000000000001e-18,1.18e-17,1.484e-17,2.026e-17,2.5130000000000004e-17,2.847000000000001e-17,3.2800000000000004e-17,3.108e-17,17.2,78.4,26.78335961564354,-12.6107030224786,10.81822243872399,115.01240390356763,5.6492692755140075
7.56e-18,9.65e-18,1.168e-17,1.613e-17,2.549e-17,2.88e-17,3.272e-17,3.126e-17,17.2,78.4,27.69123712574472,-12.075294233021864,13.067221259335096,110.675836054594,4.797580033349063
1.062e-17,1.4120000000000005e-17,1.632e-17,1.9360000000000002e-17,2.4600000000000002e-17,2.6399999999999998e-17,3.05e-17,3.042e-17,17.2,78.4,24.096498543221177,-8.986550839975989,8.449928583076883,81.94322580944022,4.1750774000625945
8.64e-18,1.194e-17,1.3299999999999999e-17,1.742e-17,2.465e-17,2.7569999999999997e-17,2.976e-17,3.053e-17,17.2,78.4,26.46564005955809,-11.585923972550642,10.135755979209506,105.78605014355446,2.9795188643837576
1.2880000000000004e-17,1.548e-17,1.7979999999999998e-17,2.11e-17,2.544e-17,2.7109999999999998e-17,3.212e-17,2.979e-17,17.2,78.4,22.92109920299045,-7.828667495072254,8.3324372273805,92.19099019916574,6.222128637417317
1.1140000000000001e-17,1.354e-17,1.5260000000000007e-17,1.852e-17,2.567e-17,2.859e-17,3.228e-17,3.183000000000001e-17,17.2,78.4,23.95997714540772,-10.806498605211791,9.519170760561098,98.57763879507964,5.292490254185507
1.1140000000000001e-17,1.4219999999999997e-17,1.7519999999999996e-17,2.034e-17,2.45e-17,2.687e-17,2.9280000000000004e-17,3.003e-17,17.2,78.4,23.25303239674605,-9.74418978669653,8.506682853909078,95.84681935961486,4.845710633170599
8.279999999999999e-18,1.236e-17,1.548e-17,2.0070000000000002e-17,2.621e-17,2.8999999999999997e-17,3.1440000000000005e-17,3.224e-17,17.2,78.4,26.25157230682177,-10.135042921707438,10.44429161843963,105.23758527454848,5.778128596560233
1.228e-17,1.5620000000000002e-17,1.718e-17,2.0509999999999996e-17,2.4079999999999998e-17,2.611e-17,3.152e-17,3.044e-17,17.2,78.4,23.49883880700328,-6.271492126511932,7.580681449071641,94.18090705475848,3.8474470699287706
9.3e-18,1.3199999999999999e-17,1.3469999999999997e-17,1.903e-17,2.6190000000000003e-17,2.936000000000001e-17,3.208e-17,3.228e-17,17.2,78.4,27.95433337091644,-14.631989995876282,9.661382624754436,114.6703150966415,5.391820936544032
1.002e-17,1.4739999999999997e-17,1.7719999999999998e-17,2.1110000000000002e-17,2.6629999999999998e-17,2.942e-17,3.36e-17,3.225e-17,17.2,78.4,23.13931287214401,-9.140405064933441,9.295447105548872,102.0166508278165,3.408173480098368
8.6e-18,1.1920000000000001e-17,1.4410000000000003e-17,1.8240000000000002e-17,2.61e-17,2.888e-17,3.213e-17,3.22e-17,17.2,78.4,24.54317856252893,-8.375699248919151,10.792441064227614,103.07939549779252,5.095896060249999
1.088e-17,1.4739999999999997e-17,2.098e-17,2.102e-17,2.8109999999999996e-17,3.097e-17,3.4270000000000006e-17,3.2210000000000003e-17,17.2,78.4,20.34933691499217,-2.1841770778779996,9.714455962925207,74.6150991035366,2.7429688378834456
9.800000000000002e-18,1.338e-17,1.826e-17,2.098e-17,2.755e-17,3.0719999999999997e-17,3.348e-17,3.287e-17,17.2,78.4,23.53215051537473,-7.7233277824353666,10.52310594035482,91.86734029758392,3.614362861885453
1.1639999999999998e-17,1.4219999999999997e-17,1.916e-17,2.168e-17,2.592e-17,2.841e-17,3.123e-17,3.183000000000001e-17,17.2,78.4,22.47697520919945,-10.968936485967422,9.249941509238532,96.10089555587427,4.7009303858128035
9.360000000000001e-18,1.19e-17,1.552e-17,1.8420000000000002e-17,2.6390000000000002e-17,2.9810000000000004e-17,3.196e-17,3.273000000000001e-17,17.2,78.4,24.08691369606509,-8.150028862031967,10.909509270789728,101.72212622478378,4.010063203379346
1.3120000000000001e-17,1.638e-17,1.9479999999999998e-17,2.281e-17,2.682e-17,2.945e-17,3.364e-17,3.182e-17,17.2,78.4,23.48010299720206,-8.630645356651353,8.217881940397417,95.51071276475228,2.405835711357023
1.1499999999999999e-17,1.458e-17,1.77e-17,1.9640000000000003e-17,2.694e-17,2.984e-17,3.372e-17,3.296000000000001e-17,17.2,78.4,21.74485585303451,-10.153849550722521,9.170910197522906,90.74807964921573,5.469656557957286
1.172e-17,1.5e-17,2.0380000000000004e-17,2.2659999999999998e-17,2.6540000000000002e-17,2.959e-17,3.1919999999999997e-17,3.32e-17,17.2,78.4,22.309604052754207,-2.812939516324586,8.60733909805265,84.3217637114631,4.760163552590296
9.39e-18,1.334e-17,1.7840000000000007e-17,1.9880000000000002e-17,2.735e-17,3.14e-17,3.276e-17,3.455e-17,17.2,78.4,22.93178305469341,-9.023671411079349,10.239723046820512,91.79823796207623,5.199118184881183
1.2459999999999997e-17,1.418e-17,1.7499999999999998e-17,1.8910000000000002e-17,2.3840000000000003e-17,2.6570000000000003e-17,2.828e-17,2.944e-17,17.2,78.4,21.47072334408139,-6.503967264440978,8.111530977342268,91.50629246529009,2.818055204663271
1.146e-17,1.342e-17,1.598e-17,1.869e-17,2.457e-17,2.747000000000001e-17,2.886e-17,2.984e-17,17.2,78.4,24.02859048462342,-6.296184589265076,9.324074339230773,88.07995119110983,4.709523785931309
1.13e-17,1.472e-17,1.76e-17,1.978e-17,2.395e-17,2.585e-17,2.9220000000000003e-17,2.938e-17,17.2,78.4,21.04040993383084,-7.851940525464743,7.987373436626692,87.5916937959942,5.429553651995725
9.57e-18,1.2320000000000002e-17,1.5959999999999998e-17,1.901e-17,2.492e-17,2.778e-17,2.9810000000000004e-17,3.146e-17,17.2,78.4,24.084674788924847,-6.213621064294534,10.072438050337208,91.22708608530652,5.004875395420241
1.088e-17,1.472e-17,1.8380000000000002e-17,2.06e-17,2.439e-17,2.605e-17,3.016e-17,2.9220000000000003e-17,17.2,78.4,22.33789582849138,-7.550344931265519,8.285402513580484,90.15826776121769,2.2247102839642365
9.57e-18,1.2520000000000001e-17,1.57e-17,1.8950000000000005e-17,2.523e-17,2.8259999999999996e-17,3.001e-17,3.128e-17,17.2,78.4,23.837838096918965,-7.390031612573898,9.944257040124478,90.6228814560789,2.498964154391182
1.1559999999999999e-17,1.576e-17,1.972e-17,2.329e-17,2.6390000000000002e-17,2.874e-17,3.1119999999999995e-17,3.167e-17,17.2,78.4,23.547394010871184,-7.6927210708627465,8.437010891442597,88.06027561929896,2.569707072161706
9.29e-18,1.384e-17,1.62e-17,2.052e-17,2.6720000000000003e-17,2.935e-17,3.104e-17,3.201e-17,17.2,78.4,24.184129653129,-10.439325082087002,9.488950402104477,98.11336665578102,3.92452122528922
1.2520000000000001e-17,1.55e-17,2.1780000000000003e-17,2.247e-17,2.7109999999999998e-17,2.963e-17,3.2889999999999997e-17,3.369e-17,17.2,78.4,20.429469357726585,-5.535183839894672,8.863362023594012,79.72370575036123,5.619460730531664
9.58e-18,1.318e-17,1.808e-17,2.099e-17,2.756e-17,3.088e-17,3.256e-17,3.4649999999999994e-17,17.2,78.4,23.269865416668967,-7.076813010167646,10.107310088047036,96.91306930235162,6.054569764816515
8.939999999999999e-18,1.4539999999999998e-17,1.7199999999999998e-17,2.0820000000000002e-17,2.477e-17,2.7620000000000002e-17,3.0400000000000005e-17,3.114e-17,17.2,78.4,24.80831118422047,-11.335883113411317,8.484975369461196,105.40613407508515,4.907146090220132
7.1e-18,1.1880000000000001e-17,1.507e-17,2.029e-17,2.656e-17,2.939e-17,3.104e-17,3.264e-17,17.2,78.4,26.49102968980846,-12.202682204138096,11.472927702983611,112.8863891175709,3.8831096507132288
1.2200000000000001e-17,1.64e-17,1.924e-17,2.086e-17,2.594e-17,3.018e-17,3.132e-17,3.371e-17,17.2,78.4,21.16762496690915,-10.542395009644737,7.660539795684946,94.3491868790501,4.860727703637689
1.026e-17,1.406e-17,1.595e-17,1.906e-17,2.6750000000000003e-17,2.97e-17,3.228e-17,3.263e-17,17.2,78.4,23.499900294407105,-8.915326200256182,9.310072474821585,93.4564319442531,5.7020583158215645
1.2099999999999999e-17,1.53e-17,2.014e-17,2.0620000000000003e-17,2.5870000000000005e-17,2.832e-17,3.1119999999999995e-17,3.357e-17,17.2,78.4,20.83319512999728,-6.247949820736239,8.502132219282432,76.57134185690543,3.074466144571663
1.023e-17,1.2880000000000004e-17,1.73e-17,1.9650000000000003e-17,2.574e-17,2.8960000000000006e-17,3.12e-17,3.304000000000001e-17,17.2,78.4,22.750582451381568,-7.5180547241321225,9.951170593676055,85.06192048732677,3.558303718897756
1.3799999999999999e-17,1.698e-17,1.982e-17,2.132e-17,2.615e-17,2.936000000000001e-17,3.26e-17,3.223e-17,17.2,78.4,21.14074238807632,-6.5783492500745355,7.725278244679068,87.94343313504518,3.2361364061042988
1.2099999999999999e-17,1.55e-17,1.786e-17,2.029e-17,2.635e-17,2.9220000000000003e-17,3.184000000000001e-17,3.249e-17,17.2,78.4,22.851288504975383,-9.311574835104588,8.543350246542353,98.60530099536271,5.85927570843796
1.396e-17,1.792e-17,2.192e-17,2.219e-17,2.6060000000000002e-17,2.883e-17,3.188e-17,3.2679999999999996e-17,17.2,78.4,20.202943860959213,-2.666032818269614,7.357798899705695,75.05704897609186,3.965341779046009
1.2099999999999999e-17,1.544e-17,2.012e-17,2.246e-17,2.6800000000000002e-17,2.909e-17,3.1119999999999995e-17,3.2060000000000004e-17,17.2,78.4,22.69995058626545,-7.541496164974307,8.844848591299868,91.38646807167011,5.174462188823228
1.3120000000000001e-17,1.63e-17,2.0020000000000003e-17,2.145e-17,2.59e-17,2.784000000000001e-17,2.888e-17,3.0380000000000006e-17,17.2,78.4,20.97104104749472,-6.705036079072816,7.978305194800336,82.96992833526991,3.7040361003867206
1.2380000000000002e-17,1.5559999999999997e-17,1.8460000000000002e-17,2.164e-17,2.632e-17,2.859e-17,2.886e-17,3.1130000000000006e-17,17.2,78.4,23.1551344439425,-8.297010173963743,8.355324458859178,92.88697346988342,6.070850367070468
5.88e-18,1.0180000000000001e-17,8.64e-18,1.42e-17,2.978e-17,3.4230000000000004e-17,3.596e-17,3.6760000000000005e-17,17.2,78.4,32.29822509963529,-17.82204950529434,14.618950537905915,137.14457813937065,4.7169431661314665
4.6800000000000005e-18,8.74e-18,6.83e-18,1.3199999999999999e-17,2.973e-17,3.445e-17,3.6e-17,3.77e-17,17.2,78.4,37.36348062117204,-21.124690931185032,17.19558724670755,158.48793909692083,3.234146377603393
6.420000000000002e-18,9.759999999999999e-18,8.810000000000002e-18,1.535e-17,2.714e-17,3.021e-17,3.2040000000000005e-17,3.298e-17,17.2,78.4,34.60372792753341,-18.51916583014369,13.7361507355105,140.10996535369017,5.605832490958179
5.68e-18,8.74e-18,7.67e-18,1.428e-17,2.7540000000000003e-17,3.029e-17,3.184000000000001e-17,3.26e-17,17.2,78.4,36.8872843928467,-20.90346191771518,15.382017215988949,152.44919179008022,3.2634727603505826
7.59e-18,1.0519999999999998e-17,9.920000000000001e-18,1.633e-17,2.8460000000000004e-17,3.208e-17,3.323e-17,3.5050000000000004e-17,17.2,78.4,32.597367107562754,-13.748224244479303,13.620662838188846,128.7774964565639,2.3573968929808395
6.510000000000002e-18,9.360000000000001e-18,8.7e-18,1.4610000000000002e-17,2.95e-17,3.2540000000000013e-17,3.416e-17,3.4649999999999994e-17,17.2,78.4,33.08725188785789,-16.951489006026087,15.5678899405708,135.08233637469846,3.1262162398353266
9.03e-18,1.14e-17,1.126e-17,1.6780000000000002e-17,2.86e-17,3.187e-17,3.212e-17,3.354e-17,17.2,78.4,28.83456815010156,-13.96535906062222,12.000248699492843,122.50851444427029,5.557669802283111
7.889999999999999e-18,1.046e-17,9.900000000000001e-18,1.469e-17,2.8820000000000005e-17,3.176000000000001e-17,3.252e-17,3.468e-17,17.2,78.4,29.16967733861732,-16.09241620391484,13.81531766876342,123.6931578081399,3.724116001090557
7.940000000000002e-18,1.092e-17,1.092e-17,1.713e-17,2.729e-17,3.021e-17,3.1240000000000003e-17,3.344e-17,17.2,78.4,30.917571961337345,-12.91042458102119,12.274967030685804,126.24166951787564,4.268632957667083
7.2e-18,1.007e-17,9.84e-18,1.6480000000000002e-17,2.793e-17,3.155e-17,3.152e-17,3.394e-17,17.2,78.4,32.757815087723195,-16.292609737891212,13.713456765368075,136.17821053530548,4.1159225434013935
1e-17,1.2380000000000002e-17,1.36e-17,1.742e-17,2.5530000000000008e-17,2.756e-17,3.0190000000000003e-17,3.073e-17,17.2,78.4,25.350014078473563,-12.039570947446277,10.294761450729188,107.71107441432898,4.0445327847798405
9.360000000000001e-18,1.184e-17,1.31e-17,1.56e-17,2.221e-17,2.4520000000000002e-17,2.618e-17,2.689e-17,17.2,78.4,23.8383890647709,-6.052701242230513,9.338769952706231,89.26895475680111,4.370252033130301
8.6e-18,1.0859999999999999e-17,1.184e-17,1.3759999999999999e-17,2.212e-17,2.4550000000000003e-17,2.618e-17,2.6980000000000003e-17,17.2,78.4,23.991669165010627,-6.522321519105634,10.233131239340215,90.07850394372187,3.932946115992402
9.380000000000001e-18,1.2200000000000001e-17,1.396e-17,1.664e-17,2.121e-17,2.365e-17,2.61e-17,2.6190000000000003e-17,17.2,78.4,23.75727468166485,-9.203584323683337,8.534853945398227,100.8369689875394,5.968739678933536
8.62e-18,1.148e-17,1.272e-17,1.582e-17,2.168e-17,2.4220000000000002e-17,2.664e-17,2.708e-17,17.2,78.4,24.80896240284968,-10.948010984822709,9.463588344436598,105.42353338317625,4.267023242734813
1.1439999999999999e-17,1.39e-17,1.53e-17,1.7979999999999998e-17,2.1970000000000003e-17,2.4610000000000007e-17,2.554e-17,2.6780000000000007e-17,17.2,78.4,23.313426392766264,-5.266413069950757,7.794519235911787,87.98046953008834,6.372697114593952
1.076e-17,1.3199999999999999e-17,1.446e-17,1.7e-17,2.1980000000000002e-17,2.4370000000000002e-17,2.526e-17,2.679e-17,17.2,78.4,22.392262743998835,-9.347297734285757,8.41091999091434,93.356999529033,5.847701127055017
1.1120000000000001e-17,1.414e-17,1.628e-17,1.724e-17,2.17e-17,2.332e-17,2.7109999999999998e-17,2.643e-17,17.2,78.4,21.03680411233644,-5.922267472434206,7.742455519274521,81.18735940037024,5.345148797254769
1.062e-17,1.3859999999999999e-17,1.564e-17,1.689e-17,2.152e-17,2.3990000000000003e-17,2.7540000000000003e-17,2.687e-17,17.2,78.4,21.491360340040394,-7.227391976517492,7.520648649275895,95.4955541604175,4.045164581829611
1.022e-17,1.3399999999999998e-17,1.7199999999999998e-17,1.818e-17,2.193e-17,2.484000000000001e-17,2.612e-17,2.755e-17,17.2,78.4,22.24896209670507,-6.406166359033108,8.339418645457227,80.54019581014987,4.999450608179126
9.33e-18,1.2420000000000005e-17,1.548e-17,1.7879999999999997e-17,2.2050000000000002e-17,2.419e-17,2.588e-17,2.74e-17,17.2,78.4,22.856322726852053,-6.423670116250573,8.69871785410818,88.14572388460093,4.865609504911289
1.148e-17,1.426e-17,1.724e-17,1.901e-17,2.203e-17,2.4079999999999998e-17,2.664e-17,2.702e-17,17.2,78.4,22.07695590876773,-5.201130823204028,7.832224373026702,79.45652902676046,4.9090520890168206
